HomeTeam,AwayTeam,FTHG,FTAG,ScoreDiff,Results,HomeWinStreak,AwayWinStreak,TGSH,TGSA
Watford,Newcastle,1,1,0,1,0,0,0,0
Burnley,West Ham,2,0,2,2,1,0,0,0
Crystal Palace,Chelsea,0,1,-1,0,0,0,0,0
Man United,Bournemouth,4,1,3,2,1,0,0,0
Southampton,Man City,1,3,-2,0,0,0,0,0
Arsenal,Fulham,4,1,3,2,1,0,0,0
Cardiff,Tottenham,0,3,-3,0,0,0,0,0
Everton,Leicester,0,1,-1,0,0,0,0,0
Bournemouth,Watford,3,3,0,1,0,0,0,0
Chelsea,Southampton,0,0,0,1,0,0,0,0
Huddersfield,Burnley,1,2,-1,0,0,0,0,0
Newcastle,Man United,0,2,-2,0,0,0,0,0
West Ham,Brighton,2,2,0,1,0,0,0,0
Wolves,Crystal Palace,0,2,-2,0,0,0,0,0
Man City,Liverpool,2,1,1,2,1,0,0,0
Brighton,Liverpool,0,1,-1,0,0,0,0,0
Burnley,Fulham,2,1,1,2,1,0,0,0
Cardiff,Huddersfield,0,0,0,1,0,0,0,0
Chelsea,Newcastle,2,1,1,2,1,0,0,0
Crystal Palace,Watford,1,2,-1,0,0,0,0,0
Leicester,Southampton,1,2,-1,0,0,0,0,0
West Ham,Arsenal,1,0,1,2,1,0,0,0
Everton,Bournemouth,2,0,2,2,2,0,0,0
Tottenham,Man United,0,1,-1,0,0,0,0,0
Man City,Wolves,3,0,3,2,1,0,0,0
Arsenal,Chelsea,2,0,2,2,2,0,0,0
Bournemouth,West Ham,2,0,2,2,3,0,1,0
Liverpool,Crystal Palace,4,3,1,2,4,0,1,0
Man United,Brighton,2,1,1,2,5,0,1,0
Newcastle,Cardiff,3,0,3,2,6,0,1,0
Southampton,Everton,2,1,1,2,7,0,1,0
Watford,Burnley,0,0,0,1,0,0,0,0
Wolves,Leicester,4,3,1,2,1,0,0,0
Fulham,Tottenham,1,2,-1,0,0,0,0,0
Huddersfield,Man City,0,3,-3,0,0,0,0,0
Arsenal,Cardiff,2,1,1,2,1,0,0,0
Fulham,Brighton,4,2,2,2,2,0,0,0
Huddersfield,Everton,0,1,-1,0,0,0,0,0
Man United,Burnley,2,2,0,1,0,0,0,0
Newcastle,Man City,2,1,1,2,1,0,0,0
Wolves,West Ham,3,0,3,2,2,0,0,0
Bournemouth,Chelsea,4,0,4,2,3,0,1,0
Liverpool,Leicester,1,1,0,1,0,0,0,0
Southampton,Crystal Palace,1,1,0,1,0,0,0,0
Tottenham,Watford,2,1,1,2,1,0,0,0
Brighton,Watford,0,0,0,1,0,0,0,0
Burnley,Southampton,1,1,0,1,0,0,0,0
Cardiff,Bournemouth,2,0,2,2,1,0,0,0
Chelsea,Huddersfield,5,0,5,2,2,0,0,0
Crystal Palace,Fulham,2,0,2,2,3,0,1,0
Everton,Wolves,1,3,-2,0,0,0,0,0
Tottenham,Newcastle,1,0,1,2,1,0,0,0
Leicester,Man United,0,1,-1,0,0,0,0,0
Man City,Arsenal,3,1,2,2,1,0,0,0
West Ham,Liverpool,1,1,0,1,0,0,0,0
Everton,Man City,0,2,-2,0,0,0,0,0
Brighton,Burnley,1,3,-2,0,0,0,0,0
Crystal Palace,West Ham,1,1,0,1,0,0,0,0
Fulham,Man United,0,3,-3,0,0,0,0,0
Huddersfield,Arsenal,1,2,-1,0,0,0,0,0
Liverpool,Bournemouth,3,0,3,2,1,0,0,0
Southampton,Cardiff,1,2,-1,0,0,0,0,0
Watford,Everton,1,0,1,2,1,0,0,0
Man City,Chelsea,6,0,6,2,2,0,0,0
Tottenham,Leicester,3,1,2,2,3,0,1,0
Wolves,Newcastle,1,1,0,1,0,0,0,0
Cardiff,Watford,1,5,-4,0,0,0,0,0
West Ham,Fulham,3,1,2,2,1,0,0,0
Bournemouth,Wolves,1,1,0,1,0,0,0,0
Burnley,Tottenham,2,1,1,2,1,0,0,0
Leicester,Crystal Palace,1,4,-3,0,0,0,0,0
Newcastle,Huddersfield,2,0,2,2,1,0,0,0
Arsenal,Southampton,2,0,2,2,2,0,0,0
Man United,Liverpool,0,0,0,1,0,0,0,0
Cardiff,Everton,0,3,-3,0,0,0,0,0
Huddersfield,Wolves,1,0,1,2,1,0,0,0
Leicester,Brighton,2,1,1,2,2,0,0,0
Newcastle,Burnley,2,0,2,2,3,0,1,0
Arsenal,Bournemouth,5,1,4,2,4,0,1,0
Chelsea,Tottenham,2,0,2,2,5,0,1,0
Crystal Palace,Man United,1,3,-2,0,0,0,0,0
Liverpool,Watford,5,0,5,2,1,0,0,0
Man City,West Ham,1,0,1,2,2,0,0,0
Southampton,Fulham,2,0,2,2,3,0,1,0
Bournemouth,Man City,0,1,-1,0,0,0,0,0
Brighton,Huddersfield,1,0,1,2,1,0,0,0
Burnley,Crystal Palace,1,3,-2,0,0,0,0,0
Man United,Southampton,3,2,1,2,1,0,0,0
Tottenham,Arsenal,1,1,0,1,0,0,0,0
West Ham,Newcastle,2,0,2,2,1,0,0,0
Wolves,Cardiff,2,0,2,2,2,0,0,0
Everton,Liverpool,0,0,0,1,0,0,0,0
Fulham,Chelsea,1,2,-1,0,0,0,0,0
Watford,Leicester,2,1,1,2,1,0,0,0
Cardiff,West Ham,2,0,2,2,2,0,0,0
Crystal Palace,Brighton,1,2,-1,0,0,0,0,0
Huddersfield,Bournemouth,0,2,-2,0,0,0,0,0
Leicester,Fulham,3,1,2,2,1,0,0,0
Man City,Watford,3,1,2,2,2,0,0,0
Newcastle,Everton,3,2,1,2,3,0,1,0
Southampton,Tottenham,2,1,1,2,4,0,1,0
Arsenal,Man United,2,0,2,2,5,0,1,0
Chelsea,Wolves,1,1,0,1,0,0,0,0
Liverpool,Burnley,4,2,2,2,1,0,0,0
Bournemouth,Newcastle,2,2,0,1,0,0,0,0
Burnley,Leicester,1,2,-1,0,0,0,0,0
West Ham,Huddersfield,4,3,1,2,1,0,0,0
Everton,Chelsea,2,0,2,2,2,0,0,0
Fulham,Liverpool,1,2,-1,0,0,0,0,0
Brighton,Southampton,0,1,-1,0,0,0,0,0
Burnley,Wolves,2,0,2,2,1,0,0,0
Crystal Palace,Huddersfield,2,0,2,2,2,0,0,0
Fulham,Man City,0,2,-2,0,0,0,0,0
Leicester,Bournemouth,2,0,2,2,1,0,0,0
Man United,Watford,2,1,1,2,2,0,0,0
West Ham,Everton,0,2,-2,0,0,0,0,0
Cardiff,Chelsea,1,2,-1,0,0,0,0,0
Liverpool,Tottenham,2,1,1,2,1,0,0,0
Arsenal,Newcastle,2,0,2,2,2,0,0,0
Watford,Fulham,4,1,3,2,3,0,1,0
Wolves,Man United,2,1,1,2,4,0,1,0
Chelsea,Brighton,3,0,3,2,5,0,1,0
Man City,Cardiff,2,0,2,2,6,0,1,0
Tottenham,Crystal Palace,2,0,2,2,7,0,1,0
Southampton,Liverpool,1,3,-2,0,0,0,0,0
Bournemouth,Burnley,1,3,-2,0,0,0,0,0
Huddersfield,Leicester,1,4,-3,0,0,0,0,0
Newcastle,Crystal Palace,0,1,-1,0,0,0,0,0
Everton,Arsenal,1,0,1,2,1,0,0,0
Chelsea,West Ham,2,0,2,2,2,0,0,0
Leicester,Newcastle,0,1,-1,0,0,0,0,0
Brighton,Bournemouth,0,5,-5,0,0,0,0,0
Burnley,Cardiff,2,0,2,2,1,0,0,0
Fulham,Everton,2,0,2,2,2,0,0,0
Man United,West Ham,2,1,1,2,3,0,1,0
Southampton,Wolves,3,1,2,2,4,0,1,0
Tottenham,Huddersfield,4,0,4,2,5,0,1,0
Crystal Palace,Man City,1,3,-2,0,0,0,0,0
Liverpool,Chelsea,2,0,2,2,1,0,0,0
Watford,Arsenal,0,1,-1,0,0,0,0,0
Brighton,Cardiff,0,2,-2,0,0,0,0,0
Bournemouth,Fulham,0,1,-1,0,0,0,0,0
Huddersfield,Watford,1,2,-1,0,0,0,0,0
Man City,Tottenham,1,0,1,2,1,0,0,0
Newcastle,Southampton,3,1,2,2,2,0,0,0
West Ham,Leicester,2,2,0,1,0,0,0,0
Wolves,Brighton,0,0,0,1,0,0,0,0
Arsenal,Crystal Palace,2,3,-1,0,0,0,0,0
Cardiff,Liverpool,0,2,-2,0,0,0,0,0
Everton,Man United,4,0,4,2,1,0,0,0
Chelsea,Burnley,2,2,0,1,0,0,0,0
Tottenham,Brighton,1,0,1,2,1,0,0,0
Watford,Southampton,1,1,0,1,0,0,0,0
Man United,Man City,0,2,-2,0,0,0,0,0
Wolves,Arsenal,3,1,2,2,1,0,0,0
Liverpool,Huddersfield,5,0,5,2,2,0,0,0
Brighton,Newcastle,1,1,0,1,0,0,0,0
Crystal Palace,Everton,0,0,0,1,0,0,0,0
Fulham,Cardiff,1,0,1,2,1,0,0,0
Southampton,Bournemouth,3,3,0,1,0,0,0,0
Tottenham,West Ham,0,1,-1,0,0,0,0,0
Watford,Wolves,1,2,-1,0,0,0,0,0
Burnley,Man City,0,1,-1,0,0,0,0,0
Leicester,Arsenal,3,0,3,2,1,0,0,0
Man United,Chelsea,1,1,0,1,0,0,0,0
Everton,Burnley,2,0,2,2,1,0,0,0
Bournemouth,Tottenham,1,0,1,2,2,0,0,0
Cardiff,Crystal Palace,2,3,-1,0,0,0,0,0
Newcastle,Liverpool,2,3,-1,0,0,0,0,0
West Ham,Southampton,3,0,3,2,1,0,0,0
Wolves,Fulham,1,0,1,2,2,0,0,0
Arsenal,Brighton,1,1,0,1,0,0,0,0
Chelsea,Watford,3,0,3,2,1,0,0,0
Huddersfield,Man United,1,1,0,1,0,0,0,0
Man City,Leicester,1,0,1,2,1,0,0,0
Brighton,Man City,1,4,-3,0,0,0,0,0
Burnley,Arsenal,1,3,-2,0,0,0,0,0
Crystal Palace,Bournemouth,5,3,2,2,1,0,0,0
Fulham,Newcastle,0,4,-4,0,0,0,0,0
Leicester,Chelsea,0,0,0,1,0,0,0,0
Liverpool,Wolves,2,0,2,2,1,0,0,0
Man United,Cardiff,0,2,-2,0,0,0,0,0
Southampton,Huddersfield,1,1,0,1,0,0,0,0
Tottenham,Everton,2,2,0,1,0,0,0,0
Watford,West Ham,1,4,-3,0,0,0,0,0
Liverpool,Norwich,4,1,3,2,1,0,0,0
West Ham,Man City,0,5,-5,0,0,0,0,0
Bournemouth,Sheffield United,1,1,0,1,0,0,0,0
Burnley,Southampton,3,0,3,2,1,0,0,0
Crystal Palace,Everton,0,0,0,1,0,0,0,0
Watford,Brighton,0,3,-3,0,0,0,0,0
Tottenham,Aston Villa,3,1,2,2,1,0,0,0
Leicester,Wolves,0,0,0,1,0,0,0,0
Newcastle,Arsenal,0,1,-1,0,0,0,0,0
Man United,Chelsea,4,0,4,2,1,0,0,0
Arsenal,Burnley,2,1,1,2,2,0,0,0
Aston Villa,Bournemouth,1,2,-1,0,0,0,0,0
Brighton,West Ham,1,1,0,1,0,0,0,0
Everton,Watford,1,0,1,2,1,0,0,0
Norwich,Newcastle,3,1,2,2,2,0,0,0
Southampton,Liverpool,1,2,-1,0,0,0,0,0
Man City,Tottenham,2,2,0,1,0,0,0,0
Sheffield United,Crystal Palace,1,0,1,2,1,0,0,0
Chelsea,Leicester,1,1,0,1,0,0,0,0
Wolves,Man United,1,1,0,1,0,0,0,0
Aston Villa,Everton,2,0,2,2,1,0,0,0
Norwich,Chelsea,2,3,-1,0,0,0,0,0
Brighton,Southampton,0,2,-2,0,0,0,0,0
Man United,Crystal Palace,1,2,-1,0,0,0,0,0
Sheffield United,Leicester,1,2,-1,0,0,0,0,0
Watford,West Ham,1,3,-2,0,0,0,0,0
Liverpool,Arsenal,3,1,2,2,1,0,0,0
Bournemouth,Man City,1,3,-2,0,0,0,0,0
Tottenham,Newcastle,0,1,-1,0,0,0,0,0
Wolves,Burnley,1,1,0,1,0,0,0,0
Southampton,Man United,1,1,0,1,0,0,0,0
Chelsea,Sheffield United,2,2,0,1,0,0,0,0
Crystal Palace,Aston Villa,1,0,1,2,1,0,0,0
Leicester,Bournemouth,3,1,2,2,2,0,0,0
Man City,Brighton,4,0,4,2,3,0,1,0
Newcastle,Watford,1,1,0,1,0,0,0,0
West Ham,Norwich,2,0,2,2,1,0,0,0
Burnley,Liverpool,0,3,-3,0,0,0,0,0
Everton,Wolves,3,2,1,2,1,0,0,0
Arsenal,Tottenham,2,2,0,1,0,0,0,0
Liverpool,Newcastle,3,1,2,2,1,0,0,0
Brighton,Burnley,1,1,0,1,0,0,0,0
Man United,Leicester,1,0,1,2,1,0,0,0
Sheffield United,Southampton,0,1,-1,0,0,0,0,0
Tottenham,Crystal Palace,4,0,4,2,1,0,0,0
Wolves,Chelsea,2,5,-3,0,0,0,0,0
Norwich,Man City,3,2,1,2,1,0,0,0
Bournemouth,Everton,3,1,2,2,2,0,0,0
Watford,Arsenal,2,2,0,1,0,0,0,0
Aston Villa,West Ham,0,0,0,1,0,0,0,0
Southampton,Bournemouth,1,3,-2,0,0,0,0,0
Leicester,Tottenham,2,1,1,2,1,0,0,0
Burnley,Norwich,2,0,2,2,2,0,0,0
Everton,Sheffield United,0,2,-2,0,0,0,0,0
Man City,Watford,8,0,8,2,1,0,0,0
Newcastle,Brighton,0,0,0,1,0,0,0,0
Crystal Palace,Wolves,1,1,0,1,0,0,0,0
West Ham,Man United,2,0,2,2,1,0,0,0
Arsenal,Aston Villa,3,2,1,2,2,0,0,0
Chelsea,Liverpool,1,2,-1,0,0,0,0,0
Sheffield United,Liverpool,0,1,-1,0,0,0,0,0
Aston Villa,Burnley,2,2,0,1,0,0,0,0
Bournemouth,West Ham,2,2,0,1,0,0,0,0
Chelsea,Brighton,2,0,2,2,1,0,0,0
Crystal Palace,Norwich,2,0,2,2,2,0,0,0
Tottenham,Southampton,2,1,1,2,3,0,1,0
Wolves,Watford,2,0,2,2,4,0,1,0
Everton,Man City,1,3,-2,0,0,0,0,0
Leicester,Newcastle,5,0,5,2,1,0,0,0
Man United,Arsenal,1,1,0,1,0,0,0,0
Brighton,Tottenham,3,0,3,2,1,0,0,0
Burnley,Everton,1,0,1,2,2,0,0,0
Liverpool,Leicester,2,1,1,2,3,0,1,0
Norwich,Aston Villa,1,5,-4,0,0,0,0,0
Watford,Sheffield United,0,0,0,1,0,0,0,0
West Ham,Crystal Palace,1,2,-1,0,0,0,0,0
Arsenal,Bournemouth,1,0,1,2,1,0,0,0
Man City,Wolves,0,2,-2,0,0,0,0,0
Southampton,Chelsea,1,4,-3,0,0,0,0,0
Newcastle,Man United,1,0,1,2,1,0,0,0
Everton,West Ham,2,0,2,2,2,0,0,0
Aston Villa,Brighton,2,1,1,2,3,0,1,0
Bournemouth,Norwich,0,0,0,1,0,0,0,0
Chelsea,Newcastle,1,0,1,2,1,0,0,0
Leicester,Burnley,2,1,1,2,2,0,0,0
Tottenham,Watford,1,1,0,1,0,0,0,0
Wolves,Southampton,1,1,0,1,0,0,0,0
Crystal Palace,Man City,0,2,-2,0,0,0,0,0
Man United,Liverpool,1,1,0,1,0,0,0,0
Sheffield United,Arsenal,1,0,1,2,1,0,0,0
Southampton,Leicester,0,9,-9,0,0,0,0,0
Man City,Aston Villa,3,0,3,2,1,0,0,0
Brighton,Everton,3,2,1,2,2,0,0,0
Watford,Bournemouth,0,0,0,1,0,0,0,0
West Ham,Sheffield United,1,1,0,1,0,0,0,0
Burnley,Chelsea,2,4,-2,0,0,0,0,0
Newcastle,Wolves,1,1,0,1,0,0,0,0
Arsenal,Crystal Palace,2,2,0,1,0,0,0,0
Liverpool,Tottenham,2,1,1,2,1,0,0,0
Norwich,Man United,1,3,-2,0,0,0,0,0
Bournemouth,Man United,1,0,1,2,1,0,0,0
Arsenal,Wolves,1,1,0,1,0,0,0,0
Aston Villa,Liverpool,1,2,-1,0,0,0,0,0
Brighton,Norwich,2,0,2,2,1,0,0,0
Man City,Southampton,2,1,1,2,2,0,0,0
Sheffield United,Burnley,3,0,3,2,3,0,1,0
West Ham,Newcastle,2,3,-1,0,0,0,0,0
Watford,Chelsea,1,2,-1,0,0,0,0,0
Crystal Palace,Leicester,0,2,-2,0,0,0,0,0
Everton,Tottenham,1,1,0,1,0,0,0,0
Norwich,Watford,0,2,-2,0,0,0,0,0
Chelsea,Crystal Palace,2,0,2,2,1,0,0,0
Burnley,West Ham,3,0,3,2,2,0,0,0
Newcastle,Bournemouth,2,1,1,2,3,0,1,0
Southampton,Everton,1,2,-1,0,0,0,0,0
Tottenham,Sheffield United,1,1,0,1,0,0,0,0
Leicester,Arsenal,2,0,2,2,1,0,0,0
Man United,Brighton,3,1,2,2,2,0,0,0
Wolves,Aston Villa,2,1,1,2,3,0,1,0
Liverpool,Man City,3,1,2,2,4,0,1,0
West Ham,Tottenham,2,3,-1,0,0,0,0,0
Arsenal,Southampton,2,2,0,1,0,0,0,0
Bournemouth,Wolves,1,2,-1,0,0,0,0,0
Brighton,Leicester,0,2,-2,0,0,0,0,0
Crystal Palace,Liverpool,1,2,-1,0,0,0,0,0
Everton,Norwich,0,2,-2,0,0,0,0,0
Watford,Burnley,0,3,-3,0,0,0,0,0
Man City,Chelsea,2,1,1,2,1,0,0,0
Sheffield United,Man United,3,3,0,1,0,0,0,0
Aston Villa,Newcastle,2,0,2,2,1,0,0,0
Newcastle,Man City,2,2,0,1,0,0,0,0
Burnley,Crystal Palace,0,2,-2,0,0,0,0,0
Chelsea,West Ham,0,1,-1,0,0,0,0,0
Liverpool,Brighton,2,1,1,2,1,0,0,0
Tottenham,Bournemouth,3,2,1,2,2,0,0,0
Southampton,Watford,2,1,1,2,3,0,1,0
Norwich,Arsenal,2,2,0,1,0,0,0,0
Wolves,Sheffield United,1,1,0,1,0,0,0,0
Leicester,Everton,2,1,1,2,1,0,0,0
Man United,Aston Villa,2,2,0,1,0,0,0,0
Crystal Palace,Bournemouth,1,0,1,2,1,0,0,0
Burnley,Man City,1,4,-3,0,0,0,0,0
Chelsea,Aston Villa,2,1,1,2,1,0,0,0
Leicester,Watford,2,0,2,2,2,0,0,0
Man United,Tottenham,2,1,1,2,3,0,1,0
Southampton,Norwich,2,1,1,2,4,0,1,0
Wolves,West Ham,2,0,2,2,5,0,1,0
Liverpool,Everton,5,2,3,2,6,0,1,0
Sheffield United,Newcastle,0,2,-2,0,0,0,0,0
Arsenal,Brighton,1,2,-1,0,0,0,0,0
Everton,Chelsea,3,1,2,2,1,0,0,0
Bournemouth,Liverpool,0,3,-3,0,0,0,0,0
Tottenham,Burnley,5,0,5,2,1,0,0,0
Watford,Crystal Palace,0,0,0,1,0,0,0,0
Man City,Man United,1,2,-1,0,0,0,0,0
Aston Villa,Leicester,1,4,-3,0,0,0,0,0
Newcastle,Southampton,2,1,1,2,1,0,0,0
Norwich,Sheffield United,1,2,-1,0,0,0,0,0
Brighton,Wolves,2,2,0,1,0,0,0,0
West Ham,Arsenal,1,3,-2,0,0,0,0,0
Liverpool,Watford,2,0,2,2,1,0,0,0
Burnley,Newcastle,1,0,1,2,2,0,0,0
Chelsea,Bournemouth,0,1,-1,0,0,0,0,0
Leicester,Norwich,1,1,0,1,0,0,0,0
Sheffield United,Aston Villa,2,0,2,2,1,0,0,0
Southampton,West Ham,0,1,-1,0,0,0,0,0
Man United,Everton,1,1,0,1,0,0,0,0
Wolves,Tottenham,1,2,-1,0,0,0,0,0
Arsenal,Man City,0,3,-3,0,0,0,0,0
Crystal Palace,Brighton,1,1,0,1,0,0,0,0
Everton,Arsenal,0,0,0,1,0,0,0,0
Aston Villa,Southampton,1,3,-2,0,0,0,0,0
Bournemouth,Burnley,0,1,-1,0,0,0,0,0
Brighton,Sheffield United,0,1,-1,0,0,0,0,0
Newcastle,Crystal Palace,1,0,1,2,1,0,0,0
Norwich,Wolves,1,2,-1,0,0,0,0,0
Man City,Leicester,3,1,2,2,1,0,0,0
Watford,Man United,2,0,2,2,2,0,0,0
Tottenham,Chelsea,0,2,-2,0,0,0,0,0
Tottenham,Brighton,2,1,1,2,1,0,0,0
Aston Villa,Norwich,1,0,1,2,2,0,0,0
Bournemouth,Arsenal,1,1,0,1,0,0,0,0
Chelsea,Southampton,0,2,-2,0,0,0,0,0
Crystal Palace,West Ham,2,1,1,2,1,0,0,0
Everton,Burnley,1,0,1,2,2,0,0,0
Sheffield United,Watford,1,1,0,1,0,0,0,0
Man United,Newcastle,4,1,3,2,1,0,0,0
Leicester,Liverpool,0,4,-4,0,0,0,0,0
Wolves,Man City,3,2,1,2,1,0,0,0
Brighton,Bournemouth,2,0,2,2,2,0,0,0
Newcastle,Everton,1,2,-1,0,0,0,0,0
Southampton,Crystal Palace,1,1,0,1,0,0,0,0
Watford,Aston Villa,3,0,3,2,1,0,0,0
Norwich,Tottenham,2,2,0,1,0,0,0,0
West Ham,Leicester,1,2,-1,0,0,0,0,0
Burnley,Man United,0,2,-2,0,0,0,0,0
Arsenal,Chelsea,1,2,-1,0,0,0,0,0
Liverpool,Wolves,1,0,1,2,1,0,0,0
Man City,Sheffield United,2,0,2,2,2,0,0,0
Brighton,Chelsea,1,1,0,1,0,0,0,0
Burnley,Aston Villa,1,2,-1,0,0,0,0,0
Newcastle,Leicester,0,3,-3,0,0,0,0,0
Southampton,Tottenham,1,0,1,2,1,0,0,0
Watford,Wolves,2,1,1,2,2,0,0,0
Man City,Everton,2,1,1,2,3,0,1,0
Norwich,Crystal Palace,1,1,0,1,0,0,0,0
West Ham,Bournemouth,4,0,4,2,1,0,0,0
Arsenal,Man United,2,0,2,2,2,0,0,0
Liverpool,Sheffield United,2,0,2,2,3,0,1,0
Sheffield United,West Ham,1,0,1,2,4,0,1,0
Crystal Palace,Arsenal,1,1,0,1,0,0,0,0
Chelsea,Burnley,3,0,3,2,1,0,0,0
Everton,Brighton,1,0,1,2,2,0,0,0
Leicester,Southampton,1,2,-1,0,0,0,0,0
Man United,Norwich,4,0,4,2,1,0,0,0
Wolves,Newcastle,1,1,0,1,0,0,0,0
Tottenham,Liverpool,0,1,-1,0,0,0,0,0
Bournemouth,Watford,0,3,-3,0,0,0,0,0
Aston Villa,Man City,1,6,-5,0,0,0,0,0
Watford,Tottenham,0,0,0,1,0,0,0,0
Arsenal,Sheffield United,1,1,0,1,0,0,0,0
Brighton,Aston Villa,1,1,0,1,0,0,0,0
Man City,Crystal Palace,2,2,0,1,0,0,0,0
Norwich,Bournemouth,1,0,1,2,1,0,0,0
Southampton,Wolves,2,3,-1,0,0,0,0,0
West Ham,Everton,1,1,0,1,0,0,0,0
Newcastle,Chelsea,1,0,1,2,1,0,0,0
Burnley,Leicester,2,1,1,2,2,0,0,0
Liverpool,Man United,2,0,2,2,3,0,1,0
Aston Villa,Watford,2,1,1,2,4,0,1,0
Bournemouth,Brighton,3,1,2,2,5,0,1,0
Crystal Palace,Southampton,0,2,-2,0,0,0,0,0
Everton,Newcastle,2,2,0,1,0,0,0,0
Sheffield United,Man City,0,1,-1,0,0,0,0,0
Chelsea,Arsenal,2,2,0,1,0,0,0,0
Leicester,West Ham,4,1,3,2,1,0,0,0
Tottenham,Norwich,2,1,1,2,2,0,0,0
Man United,Burnley,0,2,-2,0,0,0,0,0
Wolves,Liverpool,1,2,-1,0,0,0,0,0
West Ham,Liverpool,0,2,-2,0,0,0,0,0
Leicester,Chelsea,2,2,0,1,0,0,0,0
Bournemouth,Aston Villa,2,1,1,2,1,0,0,0
Crystal Palace,Sheffield United,0,1,-1,0,0,0,0,0
Liverpool,Southampton,4,0,4,2,1,0,0,0
Newcastle,Norwich,0,0,0,1,0,0,0,0
Watford,Everton,2,3,-1,0,0,0,0,0
West Ham,Brighton,3,3,0,1,0,0,0,0
Man United,Wolves,0,0,0,1,0,0,0,0
Burnley,Arsenal,0,0,0,1,0,0,0,0
Tottenham,Man City,2,0,2,2,1,0,0,0
Everton,Crystal Palace,3,1,2,2,2,0,0,0
Brighton,Watford,1,1,0,1,0,0,0,0
Sheffield United,Bournemouth,2,1,1,2,1,0,0,0
Wolves,Leicester,0,0,0,1,0,0,0,0
Southampton,Burnley,1,2,-1,0,0,0,0,0
Norwich,Liverpool,0,1,-1,0,0,0,0,0
Aston Villa,Tottenham,2,3,-1,0,0,0,0,0
Arsenal,Newcastle,4,0,4,2,1,0,0,0
Chelsea,Man United,0,2,-2,0,0,0,0,0
Man City,West Ham,2,0,2,2,1,0,0,0
Chelsea,Tottenham,2,1,1,2,2,0,0,0
Burnley,Bournemouth,3,0,3,2,3,0,1,0
Crystal Palace,Newcastle,1,0,1,2,4,0,1,0
Sheffield United,Brighton,1,1,0,1,0,0,0,0
Southampton,Aston Villa,2,0,2,2,1,0,0,0
Leicester,Man City,0,1,-1,0,0,0,0,0
Man United,Watford,3,0,3,2,1,0,0,0
Wolves,Norwich,3,0,3,2,2,0,0,0
Arsenal,Everton,3,2,1,2,3,0,1,0
Liverpool,West Ham,3,2,1,2,4,0,1,0
Norwich,Leicester,1,0,1,2,5,0,1,0
Brighton,Crystal Palace,0,1,-1,0,0,0,0,0
Bournemouth,Chelsea,2,2,0,1,0,0,0,0
Newcastle,Burnley,0,0,0,1,0,0,0,0
West Ham,Southampton,3,1,2,2,1,0,0,0
Watford,Liverpool,3,0,3,2,2,0,0,0
Everton,Man United,1,1,0,1,0,0,0,0
Tottenham,Wolves,2,3,-1,0,0,0,0,0
Liverpool,Bournemouth,2,1,1,2,1,0,0,0
Arsenal,West Ham,1,0,1,2,2,0,0,0
Crystal Palace,Watford,1,0,1,2,3,0,1,0
Sheffield United,Norwich,1,0,1,2,4,0,1,0
Southampton,Newcastle,0,1,-1,0,0,0,0,0
Wolves,Brighton,0,0,0,1,0,0,0,0
Burnley,Tottenham,1,1,0,1,0,0,0,0
Chelsea,Everton,4,0,4,2,1,0,0,0
Man United,Man City,2,0,2,2,2,0,0,0
