HomeTeam,AwayTeam,FTHG,FTAG,ScoreDiff,Results,HomeWinStreak,AwayWinStreak,TGSH,TGSA
Leicester,Aston Villa,4,0,4,2,3,0,1,0
Aston Villa,Sheffield United,0,0,0,1,0,0,0,0
Man City,Arsenal,3,0,3,2,1,0,0,0
Norwich,Southampton,0,3,-3,0,0,0,0,0
Tottenham,Man United,1,1,0,1,0,0,0,0
Watford,Leicester,1,1,0,1,0,0,0,0
Brighton,Arsenal,2,1,1,2,1,0,0,0
West Ham,Wolves,0,2,-2,0,0,0,0,0
Bournemouth,Crystal Palace,0,2,-2,0,0,0,0,0
Newcastle,Sheffield United,3,0,3,2,1,0,0,0
Aston Villa,Chelsea,1,2,-1,0,0,0,0,0
Everton,Liverpool,0,0,0,1,0,0,0,0
Man City,Burnley,5,0,5,2,1,0,0,0
Leicester,Brighton,0,0,0,1,0,0,0,0
Tottenham,West Ham,2,0,2,2,1,0,0,0
Man United,Sheffield United,3,0,3,2,2,0,0,0
Newcastle,Aston Villa,1,1,0,1,0,0,0,0
Norwich,Everton,0,1,-1,0,0,0,0,0
Wolves,Bournemouth,1,0,1,2,1,0,0,0
Liverpool,Crystal Palace,4,0,4,2,2,0,0,0
Burnley,Watford,1,0,1,2,3,0,1,0
Southampton,Arsenal,0,2,-2,0,0,0,0,0
Chelsea,Man City,2,1,1,2,1,0,0,0
Aston Villa,Wolves,0,1,-1,0,0,0,0,0
Watford,Southampton,1,3,-2,0,0,0,0,0
Crystal Palace,Burnley,0,1,-1,0,0,0,0,0
Brighton,Man United,0,3,-3,0,0,0,0,0
Arsenal,Norwich,4,0,4,2,1,0,0,0
Bournemouth,Newcastle,1,4,-3,0,0,0,0,0
Everton,Leicester,2,1,1,2,1,0,0,0
West Ham,Chelsea,3,2,1,2,2,0,0,0
Sheffield United,Tottenham,3,1,2,2,3,0,1,0
Man City,Liverpool,4,0,4,2,4,0,1,0
Norwich,Brighton,0,1,-1,0,0,0,0,0
Leicester,Crystal Palace,3,0,3,2,1,0,0,0
Man United,Bournemouth,5,2,3,2,2,0,0,0
Wolves,Arsenal,0,2,-2,0,0,0,0,0
Chelsea,Watford,3,0,3,2,1,0,0,0
Burnley,Sheffield United,1,1,0,1,0,0,0,0
Newcastle,West Ham,2,2,0,1,0,0,0,0
Liverpool,Aston Villa,2,0,2,2,1,0,0,0
Southampton,Man City,1,0,1,2,2,0,0,0
Tottenham,Everton,1,0,1,2,3,0,1,0
Crystal Palace,Chelsea,2,3,-1,0,0,0,0,0
Watford,Norwich,2,1,1,2,1,0,0,0
Arsenal,Leicester,1,1,0,1,0,0,0,0
Man City,Newcastle,5,0,5,2,1,0,0,0
Sheffield United,Wolves,1,0,1,2,2,0,0,0
West Ham,Burnley,0,1,-1,0,0,0,0,0
Brighton,Liverpool,1,3,-2,0,0,0,0,0
Bournemouth,Tottenham,0,0,0,1,0,0,0,0
Everton,Southampton,1,1,0,1,0,0,0,0
Aston Villa,Man United,0,3,-3,0,0,0,0,0
Norwich,West Ham,0,4,-4,0,0,0,0,0
Watford,Newcastle,2,1,1,2,1,0,0,0
Liverpool,Burnley,1,1,0,1,0,0,0,0
Sheffield United,Chelsea,3,0,3,2,1,0,0,0
Brighton,Man City,0,5,-5,0,0,0,0,0
Wolves,Everton,3,0,3,2,1,0,0,0
Aston Villa,Crystal Palace,2,0,2,2,2,0,0,0
Tottenham,Arsenal,2,1,1,2,3,0,1,0
Bournemouth,Leicester,4,1,3,2,4,0,1,0
Man United,Southampton,2,2,0,1,0,0,0,0
Chelsea,Norwich,1,0,1,2,1,0,0,0
Burnley,Wolves,1,1,0,1,0,0,0,0
Man City,Bournemouth,2,1,1,2,1,0,0,0
Newcastle,Tottenham,1,3,-2,0,0,0,0,0
Arsenal,Liverpool,2,1,1,2,1,0,0,0
Everton,Aston Villa,1,1,0,1,0,0,0,0
Leicester,Sheffield United,2,0,2,2,1,0,0,0
Crystal Palace,Man United,0,2,-2,0,0,0,0,0
Southampton,Brighton,1,1,0,1,0,0,0,0
West Ham,Watford,3,1,2,2,1,0,0,0
Norwich,Burnley,0,2,-2,0,0,0,0,0
Bournemouth,Southampton,0,2,-2,0,0,0,0,0
Tottenham,Leicester,3,0,3,2,1,0,0,0
Brighton,Newcastle,0,0,0,1,0,0,0,0
Sheffield United,Everton,0,1,-1,0,0,0,0,0
Wolves,Crystal Palace,2,0,2,2,1,0,0,0
Watford,Man City,0,4,-4,0,0,0,0,0
Aston Villa,Arsenal,1,0,1,2,1,0,0,0
Man United,West Ham,1,1,0,1,0,0,0,0
Liverpool,Chelsea,5,3,2,2,1,0,0,0
Arsenal,Watford,3,2,1,2,2,0,0,0
Burnley,Brighton,1,2,-1,0,0,0,0,0
Chelsea,Wolves,2,0,2,2,1,0,0,0
Crystal Palace,Tottenham,1,1,0,1,0,0,0,0
Everton,Bournemouth,1,3,-2,0,0,0,0,0
Leicester,Man United,0,2,-2,0,0,0,0,0
Man City,Norwich,5,0,5,2,1,0,0,0
Newcastle,Liverpool,1,3,-2,0,0,0,0,0
Southampton,Sheffield United,3,1,2,2,1,0,0,0
West Ham,Aston Villa,1,1,0,1,0,0,0,0
Fulham,Arsenal,0,3,-3,0,0,0,0,0
Crystal Palace,Southampton,1,0,1,2,1,0,0,0
Liverpool,Leeds,4,3,1,2,2,0,0,0
West Ham,Newcastle,0,2,-2,0,0,0,0,0
West Brom,Leicester,0,3,-3,0,0,0,0,0
Tottenham,Everton,0,1,-1,0,0,0,0,0
Brighton,Chelsea,1,3,-2,0,0,0,0,0
Sheffield United,Wolves,0,2,-2,0,0,0,0,0
Everton,West Brom,5,2,3,2,1,0,0,0
Leeds,Fulham,4,3,1,2,2,0,0,0
Man United,Crystal Palace,1,3,-2,0,0,0,0,0
Arsenal,West Ham,2,1,1,2,1,0,0,0
Southampton,Tottenham,2,5,-3,0,0,0,0,0
Newcastle,Brighton,0,3,-3,0,0,0,0,0
Chelsea,Liverpool,0,2,-2,0,0,0,0,0
Leicester,Burnley,4,2,2,2,1,0,0,0
Aston Villa,Sheffield United,1,0,1,2,2,0,0,0
Wolves,Man City,1,3,-2,0,0,0,0,0
Brighton,Man United,2,3,-1,0,0,0,0,0
Crystal Palace,Everton,1,2,-1,0,0,0,0,0
West Brom,Chelsea,3,3,0,1,0,0,0,0
Burnley,Southampton,0,1,-1,0,0,0,0,0
Sheffield United,Leeds,0,1,-1,0,0,0,0,0
Tottenham,Newcastle,1,1,0,1,0,0,0,0
Man City,Leicester,2,5,-3,0,0,0,0,0
West Ham,Wolves,4,0,4,2,1,0,0,0
Fulham,Aston Villa,0,3,-3,0,0,0,0,0
Liverpool,Arsenal,3,1,2,2,1,0,0,0
Chelsea,Crystal Palace,4,0,4,2,2,0,0,0
Everton,Brighton,4,2,2,2,3,0,1,0
Leeds,Man City,1,1,0,1,0,0,0,0
Newcastle,Burnley,3,1,2,2,1,0,0,0
Leicester,West Ham,0,3,-3,0,0,0,0,0
Southampton,West Brom,2,0,2,2,1,0,0,0
Arsenal,Sheffield United,2,1,1,2,2,0,0,0
Wolves,Fulham,1,0,1,2,3,0,1,0
Man United,Tottenham,1,6,-5,0,0,0,0,0
Aston Villa,Liverpool,7,2,5,2,1,0,0,0
Everton,Liverpool,2,2,0,1,0,0,0,0
Chelsea,Southampton,3,3,0,1,0,0,0,0
Man City,Arsenal,1,0,1,2,1,0,0,0
Newcastle,Man United,1,4,-3,0,0,0,0,0
Sheffield United,Fulham,1,1,0,1,0,0,0,0
Crystal Palace,Brighton,1,1,0,1,0,0,0,0
Tottenham,West Ham,3,3,0,1,0,0,0,0
Leicester,Aston Villa,0,1,-1,0,0,0,0,0
West Brom,Burnley,0,0,0,1,0,0,0,0
Leeds,Wolves,0,1,-1,0,0,0,0,0
Aston Villa,Leeds,0,3,-3,0,0,0,0,0
West Ham,Man City,1,1,0,1,0,0,0,0
Fulham,Crystal Palace,1,2,-1,0,0,0,0,0
Man United,Chelsea,0,0,0,1,0,0,0,0
Liverpool,Sheffield United,2,1,1,2,1,0,0,0
Southampton,Everton,2,0,2,2,2,0,0,0
Wolves,Newcastle,1,1,0,1,0,0,0,0
Arsenal,Leicester,0,1,-1,0,0,0,0,0
Brighton,West Brom,1,1,0,1,0,0,0,0
Burnley,Tottenham,0,1,-1,0,0,0,0,0
Wolves,Crystal Palace,2,0,2,2,1,0,0,0
Sheffield United,Man City,0,1,-1,0,0,0,0,0
Burnley,Chelsea,0,3,-3,0,0,0,0,0
Liverpool,West Ham,2,1,1,2,1,0,0,0
Aston Villa,Southampton,3,4,-1,0,0,0,0,0
Newcastle,Everton,2,1,1,2,1,0,0,0
Man United,Arsenal,0,1,-1,0,0,0,0,0
Tottenham,Brighton,2,1,1,2,1,0,0,0
Fulham,West Brom,2,0,2,2,2,0,0,0
Leeds,Leicester,1,4,-3,0,0,0,0,0
Brighton,Burnley,0,0,0,1,0,0,0,0
Southampton,Newcastle,2,0,2,2,1,0,0,0
Everton,Man United,1,3,-2,0,0,0,0,0
Crystal Palace,Leeds,4,1,3,2,1,0,0,0
Chelsea,Sheffield United,4,1,3,2,2,0,0,0
West Ham,Fulham,1,0,1,2,3,0,1,0
West Brom,Tottenham,0,1,-1,0,0,0,0,0
Leicester,Wolves,1,0,1,2,1,0,0,0
Man City,Liverpool,1,1,0,1,0,0,0,0
Arsenal,Aston Villa,0,3,-3,0,0,0,0,0
Newcastle,Chelsea,0,2,-2,0,0,0,0,0
Aston Villa,Brighton,1,2,-1,0,0,0,0,0
Tottenham,Man City,2,0,2,2,1,0,0,0
Man United,West Brom,1,0,1,2,2,0,0,0
Fulham,Everton,2,3,-1,0,0,0,0,0
Sheffield United,West Ham,0,1,-1,0,0,0,0,0
Leeds,Arsenal,0,0,0,1,0,0,0,0
Liverpool,Leicester,3,0,3,2,1,0,0,0
Burnley,Crystal Palace,1,0,1,2,2,0,0,0
Wolves,Southampton,1,1,0,1,0,0,0,0
Crystal Palace,Newcastle,0,2,-2,0,0,0,0,0
Brighton,Liverpool,1,1,0,1,0,0,0,0
Man City,Burnley,5,0,5,2,1,0,0,0
Everton,Leeds,0,1,-1,0,0,0,0,0
West Brom,Sheffield United,1,0,1,2,1,0,0,0
Southampton,Man United,2,3,-1,0,0,0,0,0
Chelsea,Tottenham,0,0,0,1,0,0,0,0
Arsenal,Wolves,1,2,-1,0,0,0,0,0
Leicester,Fulham,1,2,-1,0,0,0,0,0
West Ham,Aston Villa,2,1,1,2,1,0,0,0
Burnley,Everton,1,1,0,1,0,0,0,0
Man City,Fulham,2,0,2,2,1,0,0,0
West Ham,Man United,1,3,-2,0,0,0,0,0
Chelsea,Leeds,3,1,2,2,1,0,0,0
West Brom,Crystal Palace,1,5,-4,0,0,0,0,0
Sheffield United,Leicester,1,2,-1,0,0,0,0,0
Tottenham,Arsenal,2,0,2,2,1,0,0,0
Liverpool,Wolves,4,0,4,2,2,0,0,0
Brighton,Southampton,1,2,-1,0,0,0,0,0
Leeds,West Ham,1,2,-1,0,0,0,0,0
Wolves,Aston Villa,0,1,-1,0,0,0,0,0
Newcastle,West Brom,2,1,1,2,1,0,0,0
Man United,Man City,0,0,0,1,0,0,0,0
Everton,Chelsea,1,0,1,2,1,0,0,0
Southampton,Sheffield United,3,0,3,2,2,0,0,0
Crystal Palace,Tottenham,1,1,0,1,0,0,0,0
Fulham,Liverpool,1,1,0,1,0,0,0,0
Arsenal,Burnley,0,1,-1,0,0,0,0,0
Leicester,Brighton,3,0,3,2,1,0,0,0
Wolves,Chelsea,2,1,1,2,2,0,0,0
Man City,West Brom,1,1,0,1,0,0,0,0
Arsenal,Southampton,1,1,0,1,0,0,0,0
Leeds,Newcastle,5,2,3,2,1,0,0,0
Leicester,Everton,0,2,-2,0,0,0,0,0
Fulham,Brighton,0,0,0,1,0,0,0,0
Liverpool,Tottenham,2,1,1,2,1,0,0,0
West Ham,Crystal Palace,1,1,0,1,0,0,0,0
Aston Villa,Burnley,0,0,0,1,0,0,0,0
Sheffield United,Man United,2,3,-1,0,0,0,0,0
Crystal Palace,Liverpool,0,7,-7,0,0,0,0,0
Southampton,Man City,0,1,-1,0,0,0,0,0
Everton,Arsenal,2,1,1,2,1,0,0,0
Newcastle,Fulham,1,1,0,1,0,0,0,0
Brighton,Sheffield United,1,1,0,1,0,0,0,0
Tottenham,Leicester,0,2,-2,0,0,0,0,0
Man United,Leeds,6,2,4,2,1,0,0,0
West Brom,Aston Villa,0,3,-3,0,0,0,0,0
Burnley,Wolves,2,1,1,2,1,0,0,0
Chelsea,West Ham,3,0,3,2,2,0,0,0
Leicester,Man United,2,2,0,1,0,0,0,0
Aston Villa,Crystal Palace,3,0,3,2,1,0,0,0
Fulham,Southampton,0,0,0,1,0,0,0,0
Arsenal,Chelsea,3,1,2,2,1,0,0,0
Man City,Newcastle,2,0,2,2,2,0,0,0
Sheffield United,Everton,0,1,-1,0,0,0,0,0
Leeds,Burnley,1,0,1,2,1,0,0,0
West Ham,Brighton,2,2,0,1,0,0,0,0
Liverpool,West Brom,1,1,0,1,0,0,0,0
Wolves,Tottenham,1,1,0,1,0,0,0,0
Crystal Palace,Leicester,1,1,0,1,0,0,0,0
Chelsea,Aston Villa,1,1,0,1,0,0,0,0
Brighton,Arsenal,0,1,-1,0,0,0,0,0
Burnley,Sheffield United,1,0,1,2,1,0,0,0
Southampton,West Ham,0,0,0,1,0,0,0,0
West Brom,Leeds,0,5,-5,0,0,0,0,0
Man United,Wolves,1,0,1,2,1,0,0,0
Newcastle,Liverpool,0,0,0,1,0,0,0,0
Everton,West Ham,0,1,-1,0,0,0,0,0
Man United,Aston Villa,2,1,1,2,1,0,0,0
Tottenham,Leeds,3,0,3,2,2,0,0,0
Crystal Palace,Sheffield United,2,0,2,2,3,0,1,0
Brighton,Wolves,3,3,0,1,0,0,0,0
West Brom,Arsenal,0,4,-4,0,0,0,0,0
Newcastle,Leicester,1,2,-1,0,0,0,0,0
Chelsea,Man City,1,3,-2,0,0,0,0,0
Southampton,Liverpool,1,0,1,2,1,0,0,0
Sheffield United,Newcastle,1,0,1,2,2,0,0,0
Burnley,Man United,0,1,-1,0,0,0,0,0
Wolves,Everton,1,2,-1,0,0,0,0,0
Man City,Brighton,1,0,1,2,1,0,0,0
Tottenham,Fulham,1,1,0,1,0,0,0,0
Arsenal,Crystal Palace,0,0,0,1,0,0,0,0
Wolves,West Brom,2,3,-1,0,0,0,0,0
Leeds,Brighton,0,1,-1,0,0,0,0,0
West Ham,Burnley,1,0,1,2,1,0,0,0
Fulham,Chelsea,0,1,-1,0,0,0,0,0
Leicester,Southampton,2,0,2,2,1,0,0,0
Sheffield United,Tottenham,1,3,-2,0,0,0,0,0
Liverpool,Man United,0,0,0,1,0,0,0,0
Man City,Crystal Palace,4,0,4,2,1,0,0,0
Arsenal,Newcastle,3,0,3,2,2,0,0,0
West Ham,West Brom,2,1,1,2,3,0,1,0
Leicester,Chelsea,2,0,2,2,4,0,1,0
Man City,Aston Villa,2,0,2,2,5,0,1,0
Fulham,Man United,1,2,-1,0,0,0,0,0
Liverpool,Burnley,0,1,-1,0,0,0,0,0
Aston Villa,Newcastle,2,0,2,2,1,0,0,0
Crystal Palace,West Ham,2,3,-1,0,0,0,0,0
Newcastle,Leeds,1,2,-1,0,0,0,0,0
Southampton,Arsenal,1,3,-2,0,0,0,0,0
West Brom,Man City,0,5,-5,0,0,0,0,0
Burnley,Aston Villa,3,2,1,2,1,0,0,0
Chelsea,Wolves,0,0,0,1,0,0,0,0
Brighton,Fulham,0,0,0,1,0,0,0,0
Everton,Leicester,1,1,0,1,0,0,0,0
Man United,Sheffield United,1,2,-1,0,0,0,0,0
Tottenham,Liverpool,1,3,-2,0,0,0,0,0
Everton,Newcastle,0,2,-2,0,0,0,0,0
Crystal Palace,Wolves,1,0,1,2,1,0,0,0
Man City,Sheffield United,1,0,1,2,2,0,0,0
West Brom,Fulham,2,2,0,1,0,0,0,0
Arsenal,Man United,0,0,0,1,0,0,0,0
Southampton,Aston Villa,0,1,-1,0,0,0,0,0
Chelsea,Burnley,2,0,2,2,1,0,0,0
Leicester,Leeds,1,3,-2,0,0,0,0,0
West Ham,Liverpool,1,3,-2,0,0,0,0,0
Brighton,Tottenham,1,0,1,2,1,0,0,0
Sheffield United,West Brom,2,1,1,2,2,0,0,0
Wolves,Arsenal,2,1,1,2,3,0,1,0
Man United,Southampton,9,0,9,2,4,0,1,0
Newcastle,Crystal Palace,1,2,-1,0,0,0,0,0
Burnley,Man City,0,2,-2,0,0,0,0,0
Fulham,Leicester,0,2,-2,0,0,0,0,0
Leeds,Everton,1,2,-1,0,0,0,0,0
Aston Villa,West Ham,1,3,-2,0,0,0,0,0
Liverpool,Brighton,0,1,-1,0,0,0,0,0
Tottenham,Chelsea,0,1,-1,0,0,0,0,0
Aston Villa,Arsenal,1,0,1,2,1,0,0,0
Burnley,Brighton,1,1,0,1,0,0,0,0
Newcastle,Southampton,3,2,1,2,1,0,0,0
Fulham,West Ham,0,0,0,1,0,0,0,0
Man United,Everton,3,3,0,1,0,0,0,0
Tottenham,West Brom,2,0,2,2,1,0,0,0
Wolves,Leicester,0,0,0,1,0,0,0,0
Liverpool,Man City,1,4,-3,0,0,0,0,0
Sheffield United,Chelsea,1,2,-1,0,0,0,0,0
Leeds,Crystal Palace,2,0,2,2,1,0,0,0
Leicester,Liverpool,3,1,2,2,2,0,0,0
Crystal Palace,Burnley,0,3,-3,0,0,0,0,0
Man City,Tottenham,3,0,3,2,1,0,0,0
Brighton,Aston Villa,0,0,0,1,0,0,0,0
Southampton,Wolves,1,2,-1,0,0,0,0,0
West Brom,Man United,1,1,0,1,0,0,0,0
Arsenal,Leeds,4,2,2,2,1,0,0,0
Everton,Fulham,0,2,-2,0,0,0,0,0
West Ham,Sheffield United,3,0,3,2,1,0,0,0
Chelsea,Newcastle,2,0,2,2,2,0,0,0
Burnley,Fulham,1,1,0,1,0,0,0,0
Everton,Man City,1,3,-2,0,0,0,0,0
Wolves,Leeds,1,0,1,2,1,0,0,0
Southampton,Chelsea,1,1,0,1,0,0,0,0
Burnley,West Brom,0,0,0,1,0,0,0,0
Liverpool,Everton,0,2,-2,0,0,0,0,0
Fulham,Sheffield United,1,0,1,2,1,0,0,0
West Ham,Tottenham,2,1,1,2,2,0,0,0
Aston Villa,Leicester,1,2,-1,0,0,0,0,0
Arsenal,Man City,0,1,-1,0,0,0,0,0
Man United,Newcastle,3,1,2,2,1,0,0,0
Brighton,Crystal Palace,1,2,-1,0,0,0,0,0
Leeds,Southampton,3,0,3,2,1,0,0,0
Man City,West Ham,2,1,1,2,2,0,0,0
West Brom,Brighton,1,0,1,2,3,0,1,0
Leeds,Aston Villa,0,1,-1,0,0,0,0,0
Newcastle,Wolves,1,1,0,1,0,0,0,0
Crystal Palace,Fulham,0,0,0,1,0,0,0,0
Leicester,Arsenal,1,3,-2,0,0,0,0,0
Tottenham,Burnley,4,0,4,2,1,0,0,0
Chelsea,Man United,0,0,0,1,0,0,0,0
Sheffield United,Liverpool,0,2,-2,0,0,0,0,0
Everton,Southampton,1,0,1,2,1,0,0,0
Man City,Wolves,4,1,3,2,2,0,0,0
Burnley,Leicester,1,1,0,1,0,0,0,0
Sheffield United,Aston Villa,1,0,1,2,1,0,0,0
Crystal Palace,Man United,0,0,0,1,0,0,0,0
Fulham,Tottenham,0,1,-1,0,0,0,0,0
West Brom,Everton,0,1,-1,0,0,0,0,0
Liverpool,Chelsea,0,1,-1,0,0,0,0,0
Burnley,Arsenal,1,1,0,1,0,0,0,0
Sheffield United,Southampton,0,2,-2,0,0,0,0,0
Aston Villa,Wolves,0,0,0,1,0,0,0,0
Brighton,Leicester,1,2,-1,0,0,0,0,0
West Brom,Newcastle,0,0,0,1,0,0,0,0
Liverpool,Fulham,0,1,-1,0,0,0,0,0
Man City,Man United,0,2,-2,0,0,0,0,0
Tottenham,Crystal Palace,4,1,3,2,1,0,0,0
Chelsea,Everton,2,0,2,2,2,0,0,0
West Ham,Leeds,2,0,2,2,3,0,1,0
Man City,Southampton,5,2,3,2,4,0,1,0
Newcastle,Aston Villa,1,1,0,1,0,0,0,0
Leeds,Chelsea,0,0,0,1,0,0,0,0
Crystal Palace,West Brom,1,0,1,2,1,0,0,0
Everton,Burnley,1,2,-1,0,0,0,0,0
Fulham,Man City,0,3,-3,0,0,0,0,0
Southampton,Brighton,1,2,-1,0,0,0,0,0
Leicester,Sheffield United,5,0,5,2,1,0,0,0
Arsenal,Tottenham,2,1,1,2,2,0,0,0
Man United,West Ham,1,0,1,2,3,0,1,0
Wolves,Liverpool,0,1,-1,0,0,0,0,0
Fulham,Leeds,1,2,-1,0,0,0,0,0
Brighton,Newcastle,3,0,3,2,1,0,0,0
West Ham,Arsenal,3,3,0,1,0,0,0,0
Aston Villa,Tottenham,0,2,-2,0,0,0,0,0
Chelsea,West Brom,2,5,-3,0,0,0,0,0
Leeds,Sheffield United,2,1,1,2,1,0,0,0
Leicester,Man City,0,2,-2,0,0,0,0,0
Arsenal,Liverpool,0,3,-3,0,0,0,0,0
Southampton,Burnley,3,2,1,2,1,0,0,0
Newcastle,Tottenham,2,2,0,1,0,0,0,0
Aston Villa,Fulham,3,1,2,2,1,0,0,0
Man United,Brighton,2,1,1,2,2,0,0,0
Everton,Crystal Palace,1,1,0,1,0,0,0,0
Wolves,West Ham,2,3,-1,0,0,0,0,0
Fulham,Wolves,0,1,-1,0,0,0,0,0
Man City,Leeds,1,2,-1,0,0,0,0,0
Liverpool,Aston Villa,2,1,1,2,1,0,0,0
Crystal Palace,Chelsea,1,4,-3,0,0,0,0,0
Burnley,Newcastle,1,2,-1,0,0,0,0,0
West Ham,Leicester,3,2,1,2,1,0,0,0
Tottenham,Man United,1,3,-2,0,0,0,0,0
Sheffield United,Arsenal,0,3,-3,0,0,0,0,0
West Brom,Southampton,3,0,3,2,1,0,0,0
Brighton,Everton,0,0,0,1,0,0,0,0
Everton,Tottenham,2,2,0,1,0,0,0,0
Newcastle,West Ham,3,2,1,2,1,0,0,0
Wolves,Sheffield United,1,0,1,2,2,0,0,0
Arsenal,Fulham,1,1,0,1,0,0,0,0
Man United,Burnley,3,1,2,2,1,0,0,0
Leeds,Liverpool,1,1,0,1,0,0,0,0
Chelsea,Brighton,0,0,0,1,0,0,0,0
Tottenham,Southampton,2,1,1,2,1,0,0,0
Aston Villa,Man City,1,2,-1,0,0,0,0,0
Leicester,West Brom,3,0,3,2,1,0,0,0
Arsenal,Everton,0,1,-1,0,0,0,0,0
Liverpool,Newcastle,1,1,0,1,0,0,0,0
West Ham,Chelsea,0,1,-1,0,0,0,0,0
Sheffield United,Brighton,1,0,1,2,1,0,0,0
Wolves,Burnley,0,4,-4,0,0,0,0,0
Leeds,Man United,0,0,0,1,0,0,0,0
Aston Villa,West Brom,2,2,0,1,0,0,0,0
Leicester,Crystal Palace,2,1,1,2,1,0,0,0
Southampton,Leicester,1,1,0,1,0,0,0,0
Crystal Palace,Man City,0,2,-2,0,0,0,0,0
Brighton,Leeds,2,0,2,2,1,0,0,0
Chelsea,Fulham,2,0,2,2,2,0,0,0
Everton,Aston Villa,1,2,-1,0,0,0,0,0
Newcastle,Arsenal,0,2,-2,0,0,0,0,0
Tottenham,Sheffield United,4,0,4,2,1,0,0,0
West Brom,Wolves,1,1,0,1,0,0,0,0
Burnley,West Ham,1,2,-1,0,0,0,0,0
Leicester,Newcastle,2,4,-2,0,0,0,0,0
Leeds,Tottenham,3,1,2,2,1,0,0,0
Sheffield United,Crystal Palace,0,2,-2,0,0,0,0,0
Man City,Chelsea,1,2,-1,0,0,0,0,0
Liverpool,Southampton,2,0,2,2,1,0,0,0
Wolves,Brighton,2,1,1,2,2,0,0,0
Aston Villa,Man United,1,3,-2,0,0,0,0,0
West Ham,Everton,0,1,-1,0,0,0,0,0
Arsenal,West Brom,3,1,2,2,1,0,0,0
Fulham,Burnley,0,2,-2,0,0,0,0,0
Man United,Leicester,1,2,-1,0,0,0,0,0
Southampton,Crystal Palace,3,1,2,2,1,0,0,0
Chelsea,Arsenal,0,1,-1,0,0,0,0,0
Aston Villa,Everton,0,0,0,1,0,0,0,0
Man United,Liverpool,2,4,-2,0,0,0,0,0
Newcastle,Man City,3,4,-1,0,0,0,0,0
Burnley,Leeds,0,4,-4,0,0,0,0,0
Southampton,Fulham,3,1,2,2,1,0,0,0
Brighton,West Ham,1,1,0,1,0,0,0,0
Crystal Palace,Aston Villa,3,2,1,2,1,0,0,0
Tottenham,Wolves,2,0,2,2,2,0,0,0
West Brom,Liverpool,1,2,-1,0,0,0,0,0
Everton,Sheffield United,0,1,-1,0,0,0,0,0
Man United,Fulham,1,1,0,1,0,0,0,0
Southampton,Leeds,0,2,-2,0,0,0,0,0
Brighton,Man City,3,2,1,2,1,0,0,0
Chelsea,Leicester,2,1,1,2,2,0,0,0
Everton,Wolves,1,0,1,2,3,0,1,0
Newcastle,Sheffield United,1,0,1,2,4,0,1,0
Tottenham,Aston Villa,1,2,-1,0,0,0,0,0
Crystal Palace,Arsenal,1,3,-2,0,0,0,0,0
Burnley,Liverpool,0,3,-3,0,0,0,0,0
West Brom,West Ham,1,3,-2,0,0,0,0,0
Arsenal,Brighton,2,0,2,2,1,0,0,0
Aston Villa,Chelsea,2,1,1,2,2,0,0,0
Fulham,Newcastle,0,2,-2,0,0,0,0,0
Leeds,West Brom,3,1,2,2,1,0,0,0
Leicester,Tottenham,2,4,-2,0,0,0,0,0
Liverpool,Crystal Palace,2,0,2,2,1,0,0,0
Man City,Everton,5,0,5,2,2,0,0,0
Sheffield United,Burnley,1,0,1,2,3,0,1,0
West Ham,Southampton,3,0,3,2,4,0,1,0
Wolves,Man United,1,2,-1,0,0,0,0,0
